"Código","Concurso","Área ","Título","Director General"
"ID14I10335","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","AGROPECUARIA","VACUNA RECOMBINANTE CONTRA LA BACTERIA LAWSONIA INTRACELLULARIS, CAUSANTE DE LA ENTEROPATIA PROLIFE RATIVA PORCINA","RAQUEL MONTESINO SEGUI"
"CA12I10022","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","PESCA Y ACUICULTURA","DESARROLLO DE UN PREPARADO DE FITASA ACTIVA A BAJAS TEMPERATURAS (10-16°C) PARA SUPLEMENTAR ""IN VIVO DIETAS DE PECES CON ELEVADOS NIVELES DE PROTEÍNAS VEGETALES.","MARCIA COSTA LOBOS"
"CA12I10023","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","SALUD","DESARROLLO, PRODUCCIÓN Y CARACTERIZACIÓN DE ANTICUERPOS RECOMBINANTES DE ORIGEN HUMANO ANTI MICA CON POTENCIAL TERAPÉUTICO PARA EL TRATAMIENTO DE CÁNCER GÁSTRICO","MARIA MOLINA SAMPAYO"
"ID14I10128","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","AGROPECUARIA","USO DE RIZOBACTERIAS NATIVAS PARA EL CONTROL ESPECIFICO DEL NEMATODO DORADO DE LA PAPA GLOBODERA ROS TOCHIENSIS","ERWIN ABALLAY ESPINOZA"
"CA12I10047","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","PESCA Y ACUICULTURA","DESARROLLO DE UNA MALLA DE CULTIVO ANTIFOULING PARA LA INDUSTRIA ACUÍCOLA BASADA EN POLÍMEROS CON PARTÍCULAS DE COBRE","HUMBERTO PALZA CORDERO"
"ID15I10417","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","AGROPECUARIA","STEINERNEMA SP. AISLAMIENTO LICáN RAY: DESARROLLO DE UNA ALTERNATIVA PARA EL CONTROL BIOLóGICO DEL G USANO CORTADOR AGROTIS IPSILON, PLAGA DE LAS PRINCIPALES HORTALIZAS Y CULTIVOS EN CHILE","GABRIELA LANKIN VEGA"
"CA12I10061","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","TECNOLOGÍA DE LA INFORMACIÓN Y COMUNICACIONES","PLATAFORMA INFORMÁTICA BASADA EN WEB-INTELLIGENCE Y HERRAMIENTAS DE ANÁLISIS DE EXPLORACIÓN VISUAL PARA LA MEJORA DE LA ESTRUCTURA Y CONTENIDO DE SITIOS WEB (AKORI: ADVANCED KERNEL FOR OCULAR RESEARCH AND WEB INTELLIGENCE)","JUAN VELASQUEZ SILVA"
"CA12I10075","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","EDUCACION Y CIENCIAS SOCIALES","CIENCIAS INTEGRADAS: UNA PROPUESTA DE APOYO A LA EDUCACIÓN FORMAL DE CIENCIAS EN LOS NIVELES DE 1º A 4º DE EDUCACIÓN GENERAL BÁSICA","LUIS BARRERA SALAS"
"CA12I10076","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","EDUCACION Y CIENCIAS SOCIALES","MODELO DE EVALUACIÓN DE CONDICIONES PARA EL EJERCICIO DE LA PARENTALIDAD (MECEP). EN EL MARCO DE LA POLÍTICA DE PROTECCIÓN DE DERECHOS DE LA INFANCIA","MAGALY CABROLIE VARGAS"
"CA12I10081","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","TECNOLOGÍA DE LA INFORMACIÓN Y COMUNICACIONES","iTEXT ROUTING: RECONOCIMIENTO INTELIGENTE DE LAS INTENCIONES DEL USUARIOS PARA ENRUTAMIENTO DE LLAMDAS EN CALL CENTERS UTILIZANDO  TÉCNICAS DE ANÁLISIS SEMÁNTICO DE LENGUAJE NATURAL Y MÉTODOS DE APRENDIZAJE AUTOMÁTICO","JOHN ATKINSON ABUTRIDY"
"CA12I10322","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","AGROPECUARIA","SISTEMA FILTRANTE Y DESMETALIZANTE BASADO EN FIBRAS VEGETALES PARA VINOS. UN APORTE A LA CALIDAD DE LOS VINOS CHILENOS","JOSE NEIRA HINOJOSA"
"ID16I10196","III CONCURSO IDEA EN DOS ETAPAS 2016","AGROPECUARIA","SISTEMA DE PREDICCIÓN TEMPRANA DE LA ENFERMEDAD DE OJO DE BUEY EN MANZANAS DE EXPORTACIÓN DE LA VARI EDAD CRIPPS PINK","JOSE REYES SUAREZ"
"CA12I10110","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","SALUD","DISEÑO DE UNA FORMULACIÓN PARA USO FARMACÉUTICO EFECTIVA CONTRA BACTERIAS MULTIRRESISTENTES DE IMPOR TANCIA MÉDICA","GUIDO MORA LONGA"
"CA12I10113","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","EDUCACION Y CIENCIAS SOCIALES","GESTIÓN DE CALIDAD DE CAPACIDADES ORGANIZACIONALES DE FUNDACIONES Y CORPORACIONES DE EMPRENDIMIENTOS SOLIDARIOS","REGINA FUNK BUNTEMEYER"
"CA12I10116","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","MANUFACTURA","DETERMINACIÓN DE DOSIS DE RADIACIÓN APLICADA A ALIMENTOS POR RESONANCIA DE SPIN ELECTRÓNICA  (ESR)","ALEJANDRO CABRERA OYARZUN"
"IT13I20045","II CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","AGROPECUARIA","SELECCIÓN Y REGISTRO DE NUEVAS VARIEDADES DE FRAMBUESA DESARROLLADAS EN CHILE","MARINA GAMBARDELLA CASANOVA"
"CA12I10120","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","SALUD","ESTIMULACIÓN DE LA RECUPERACIÓN LOCOMOTORA LUEGO DEL DAÑO A LA MEDULA ESPINAL UTILIZANDO ACTIVADORES VESICULARES DERIVADOS DE CÉLULAS GLIALES PERIFÉRICAS","FELIPE COURT GOLDSMITH"
"IT15I10048","IV CONCURSO DE INVESTIGACIÓN TECNOLÓGICA 2015  PROGRAMA IDEA","AGROPECUARIA","REDOXCELL: UNA PLATAFORMA PARA EL REGISTRO DEL IMPACTO ANTIOXIDANTE EN CÉLULAS VIVAS","OMAR PORRAS ESPINOZA"
"CA12I10134","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","FORESTAL","EVALUACIÓN DE TÉCNICAS DE MULTIPLICACIÓN DE CYTTARIA ESPINOSAE Y GRIFOLA GARGAL Y DE SUS CAPACIDADES ANTIOXIDANTES, ANTICANCERÍGENAS Y ANTIMICROBIANAS FRENTE A PATÓGENOS DE INTERÉS CLÍNICO Y AGRÍCOLA","MARIBEL PARADA IBAÑEZ"
"CA12I10119","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","AGROPECUARIA","RECUPERACIÓN DE AROMAS DURANTE LA FERMENTACIÓN ENOLÓGICA Y SU IMPACTO EN LA CAPACIDAD PRODUCTIVA Y LA ELABORACIÓN DE VINOS DIFERENCIADOS AROMÁTICAMENTE.","JOSE PEREZ CORREA"
"CA12I10150","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","SALUD","IDENTIFICACIÓN Y DESARROLLO DE INHIBIDORES DE LA ENZIMA 11BETA-HSD1 PARA EL TRATAMIENTO DE LA HIPERTENSIÓN ARTERIAL Y EL SINDROME METABÓLICO","CARLOS FARDELLA BELLO"
"CA12I10152","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","SALUD","PANEL DE MUTACIONES RECURRENTES EN CHILE EN LOS GENES BRCA1 Y BRCA2 EN PACIENTES CON CANCER DE MAMA Y/U OVARIO HEREDITARIO. DISEÑO DE UN SISTEMA COMERCIAL PARA DIAGNÓSTICO GENETICO EN PACIENTES CHILENAS","PILAR CARVALLO DE SAINT-QUENTIN"
"CA12I10167","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","MANUFACTURA","DISEÑO E IMPLEMENTACIÓN DE UN NUEVO MANIPULADOR ROBÓTICO REDUNDANTE DE 7 GDL PARA SISTEMAS MINEROS E INDUSTRIALES TOLERANTES A FALLAS","ELEUTERIO URREA ONATE"
"CA12I10186","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","MANUFACTURA","DESARROLLO DE BARRAS INTERCELDA MODULADORAS DE CORRIENTE (BMC) PARA ELECTRO OBTENCIÓN DE COBRE","EDUARDO WIECHMANN FERNANDEZ"
"CA12I10205","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","MINERIA","USO INTELIGENTE DE GASES PARA MEJORAR LA RECUPERACIÓN EN CELDAS DE FLOTACIÓN: APLICACIÓN A CONCENTRADORAS DE COBRE Y MOLIBDENO","GONZALO MONTES ATENAS"
"CA13I10272","II CONCURSO CIENCIA APLICADA FONDEF  2013","AGROPECUARIA","PROPAGACIÓN IN VITRO DE RHODOPHIALA PRATENSIS Y SU USO COMO FUENTE DE ALCALOIDES DE IMPORTANCIA FARM ACOLÓGICA","MATILDE URIBE MORAGA"
"CA12I10214","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","PESCA Y ACUICULTURA","INGENIERIA GENETICA VIA TRANSFORMACION CLOROPLASTIDICA: PODEROSA HERRAMIENTA EN LA OPTIMIZACION DE LA BIOSINTESIS DE ASTAXANTINA EN HAEMATOCOCCUS PLUVIALIS","VITALIA HENRIQUEZ QUEZADA"
"ID15I10031","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","AGROPECUARIA","PROGRAMA DE PROPAGACIóN MASIVA PARA EL DESARROLLO SUSTENTABLE DE ESPECIES MEDICINALES EN ISLA DE PAS CUA","MONICA CASTRO VALDEBENITO"
"CA12I10223","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","EDUCACION Y CIENCIAS SOCIALES","DISPOSITIVO AÉREO PROGRAMABLE PARA EL DESARROLLO DE HABILIDADES LÓGICO-MATEMÁTICA EN ESTUDIANTES DE NIVELES ESCOLARES INICIALES: E-DIVO","PATRICIO GALEAS ECHEVERRIA"
"CA12I10224","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","SALUD","ACTIVIDAD ANTIBACTERIANA DE LÍQUENES ANTÁRTICOS CONTRA BACTERIAS PATÓGENAS  MULTIRESISTENTES","GERARDO GONZALEZ ROCHA"
"CA12I10234","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","EDUCACION Y CIENCIAS SOCIALES","SISTEMA DE MODELAMIENTO DEL AMBIENTE FÍSICO DE APRENDIZAJE (MAFA) PARA EL MEJORAMIENTO DE LA CALIDAD DE LA EDUCACIÓN PARVULARIA.","CYNTHIA ADLERSTEIN GRIMBERG"
"CA12I10235","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","ENERGIA Y AGUAS","DESARROLLO Y EXPERIMENTACIÓN DE COMBUSTOR DE ASTILLAS DE MADERA","CARLOS TORRES FUCHSLOCHER"
"IT13I20057","II CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","AGROPECUARIA","PRODUCCIÓN Y VALIDACIÓN DE ENVASES BIODEGRADABLES TIPO CLAMSHELL PARA EL EMPAQUE Y TRANSPORTE DE FRU TAS DE EXPORTACIÓN","ALVARO MALDONADO MENDOZA"
"CA12I10243","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","EDUCACION Y CIENCIAS SOCIALES","DISEÑO, DESARROLLO Y VALIDACIÓN DE UN SISTEMA DE MONITOREO DE LA CONVIVENCIA ESCOLAR","VERONICA LOPEZ LEIVA"
"IT16I10064","V CONCURSO DE INVESTIGACIÓN TECNOLÓGICA DEL FONDO DE FOMENTO AL DESARROLLO CIENTÍFICO Y TECNOLÓGICO,","AGROPECUARIA","PRODUCCIÓN Y VALIDACIÓN DE ENVASES ACTIVOS BIODEGRADABLES PARA FRUTOS CLIMATÉRICOS DE EXPORTACIÓN","ALVARO MALDONADO MENDOZA"
"CA12I10263","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","EDUCACION Y CIENCIAS SOCIALES","ELABORACIÓN DE SIMULADOR VIRTUAL PARA EL APRENDIZAJE DE LA ANATOMÍA Y FISIOLOGÍA DEL SEGUNDO CICLO DE ENSEÑANZA BÁSICA","PABLO ROSENBLAT GUELFENBEIN"
"CA12I10280","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","SALUD","DESARROLLO Y CARACTERIZACIÓN DE MOLÉCULAS CON UTILIDAD CLÍNICA EN INTOXICACIÓN AGUDA CON ETANOL","JOSE GUZMAN GONZALEZ"
"CA12I10288","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","FORESTAL","DESARROLLO DE TECNOLOGÍAS REPRODUCTIVAS PARA LA PRODUCCIÓN DE PLANTAS DE QUILLAY CON PROCEDENCIAS SELECCIONADAS","PABLO HONEYMAN LUCCHINI"
"CA12I10289","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","MANUFACTURA","UTILIZACIÓN DEL SECADO CONTINUO POR PRESIÓN EN UN PROCESO INTEGRADO DE OBTENCIÓN DE CHAPAS DE EUCALYPTUS NITENS DE ALTO VALOR AGREGADO","CARLOS ROZAS MELLADO"
"CA12I10296","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","SALUD","INVESTIGACIÓN Y DESARROLLO DE HERRAMIENTAS BIOINFORMÁTICAS PARA EL DISEÑO COSTO-EFECTIVO DE BIOSENSORES Y BIOINTERRUPTORES MOLECULARES","FRANCISCO MELO LEDERMANN"
"CA12I10298","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","SALUD","IDENTIFICACIÓN, CARACTERIZACIÓN Y DESARROLLO DE PÉPTIDOS CON ACTIVIDAD ANTIMICROBIANA A PARTIR DEL VENENO DE ARÁCNIDOS ENDÉMICOS DE CHILE","JORGE ARAYA ROJAS"
"IT15I10016","IV CONCURSO DE INVESTIGACIÓN TECNOLÓGICA 2015  PROGRAMA IDEA","AGROPECUARIA","OPTIMIZACIÓN Y VALIDACIÓN DE KIT QPCR MÚLTIPLEX REAL TIME PARA LA DETECCIÓN DE LOS VIRUS BOVINOS BVD V, BLV Y BHV-1 DESDE SANGRE Y LECHE","VICTOR OLAVARRIA CONTRERAS"
"CA12I10308","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","MANUFACTURA","DISEÑO Y DESARROLLO DE UN PROTOTIPO INTEGRADO PARA LA SINTESIS MASIVA DE NANOESTRUCTURAS: APLICACION ES EN NANOCOMPUESTOS","MANUEL MELENDREZ CASTRO"
"CA12I10314","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","TECNOLOGÍA DE LA INFORMACIÓN Y COMUNICACIONES","PROCESAMIENTO MASIVO DE EVENTOS EN TIEMPO REAL.","MAURICIO MARIN CHAIHUAN"
"CA13I10004","II CONCURSO CIENCIA APLICADA FONDEF  2013","AGROPECUARIA","OPTIMIZACIóN DE METODOLOGíAS DE POLIPLOIDIZACIóN PARA POTENCIAR EL VIGOR, LA PRODUCTIVIDAD Y LA CALI DAD EN ESPECIES AGRíCOLAS","CARLOS MUÑOZ SCHICK"
"CA12I10333","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","SALUD","PLATAFORMA DE ESTUDIOS PRECLÍNICOS DE XENOTRANSPLANTES DE TEJIDOS METASTÁTICOS HUMANOS PARA LA EVALUACIÓN DE SENSIBILIDAD A DROGAS ANTICANCERÍGENAS.","VIVIANA MONTECINOS ACUNA"
"CA12I10339","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","ENERGIA Y AGUAS","COMBUSTIBLE LÍQUIDO PARA LA GENERACIÓN DE ELECTRICIDAD A PARTIR DE BIOMASA FORESTAL","CRISTINA SEGURA CASTILLO"
"CA12I10349","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","SALUD","INVESTIGANDO LAS PROPIEDADES INMUNOMODULATORIAS DE UNA NUEVA POBLACIÓN STEM CELL DE FLUIDO MENSTRUAL RECIENTEMENTE CARACTERIZADA Y EXPLORACIÓN DE SU APLICACIÓN POTENCIAL EN ENFERMEDADES INFLAMATORIAS","MAROUN KHOURY ABBOUD"
"CA12I10367","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","SALUD","DESARROLLO DE UN ANTÍDOTO PROFILÁCTICO PARA PREVENIR EL SÍNDROME CARDIOPULMONAR POR HANTAVIRUS","NICOLE TISCHLER"
"CA12I10371","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","MINERIA","CARACTERIZACIÓN ESPECTRAL DE FASES FUNDIDAS Y REACCIONES A ALTA TEMPERATURA DE INTERÉS EN EL CONTROL Y DIAGNÓSTICO DE PROCESOS DE LA PIROMETALURGIA DEL CU.","ROBERTO PARRA FIGUEROA"
"CA12I10372","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","SALUD","SIEL: SISTEMA DE ESTIMULACION DEL LACTANTE","MARCELA DE LOURDES PEÑA GARAY"
"CA12I10221","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","AGROPECUARIA","OBTENCIÓN DE COMPUESTOS POLIFENÓLICOS CON POTENCIAL HIPOGLICEMIANTE, A PARTIR DE LOS DESECHOS SÓLIDOS DEL PROCESO DE VINIFICACIÓN","GUILLERMO SAUD SURA"
"CA12I10375","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","ENERGIA Y AGUAS","CARBONIZACIÓN DE BIOMASA COMO SUSTITUTO DE CARBÓN MINERAL PARA GENERACIÓN TERMOELÉCTRICA - HTC","ALFREDO GORDON STRASSER"
"CA12I10380","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","EDUCACION Y CIENCIAS SOCIALES","VIRTUALMARKET: ORGANIZACIONES VIRTUALES DE PROVEEDORES PARA IDENTIFICACIÓN DINÁMICA DE OPORTUNIDADES DE ASOCIATIVIDAD","HERNAN ASTUDILLO ROJAS"
"CA12I10383","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","MANUFACTURA","CORTES, ESCISIONES Y HENDIDURAS CONTROLADAS PARA EL DESARROLLO ESPACIAL DE ESTRUCTURAS RESISTENTES DE MADERA SÓLIDA CURVADA CON VAPOR.","MARCOS GARCIA ALVARADO"
"IT13I10003","I CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","TECNOLOGÍA DE LA INFORMACIÓN Y COMUNICACIONES","ABC SALUD: UNA HERRAMIENTA PARA EL MEJORAMIENTO DE LA GESTIÓN Y VALORACIÓN DE PRESTACIONES EN HOSPIT ALES PÚBLICOS","LILIANA NERIZ JARA"
"IT13I10005","I CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","EDUCACION Y CIENCIAS SOCIALES","HERRAMIENTAS PARA FORTALECER LA FORMACIÓN DE PROFESORES DE EDUCACIÓN BÁSICA BASADAS EN EXPERIENCIAS DE ENSEÑANZA DE LA MATEMÁTICA EN AULA","SALOME MARTINEZ SALAZAR"
"IT13I10012","I CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","PESCA Y ACUICULTURA","CONSOLIDACIóN DEL DESARROLLO TECNOLóGICO PARA LA PRODUCCIóN MASIVA DE JUVENILES DE CAMARóN DE RíO DE L NORTE (CRYPHIOPS CAEMENTARIUS), BASADO EN EL MANEJO DE LA REPRODUCCIóN Y PROTOCOLOS DE OPERACIóN D EL CULTIVO","MARIA MORALES SUAZO"
"IT13I10017","I CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","TECNOLOGÍA DE LA INFORMACIÓN Y COMUNICACIONES","AUTOMATIZACIóN DE UN SISTEMA INCONDICIONALMENTE SEGURO DE COMUNICACIóN CUáNTICA BASADO EN FIBRAS óPT ICAS COMERCIALES","GUILHERME BARRETO XAVIER"
"IT13I10020","I CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","EDUCACION Y CIENCIAS SOCIALES","INNOVACIóN SOCIAL EFECTIVA: CONSTRUCCIóN DE UNA BATERíA DE INSTRUMENTOS CUANTITATIVOS Y UN SOPORTE T ECNOLóGICO PARA MEJORAR LOS PROCESOS DE MEDICIóN DE LA CALIDAD EN PROGRAMAS SOCIALES","FABIOLA CORTEZ-MONROY MUÑOZ"
"CA12I10142","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","AGROPECUARIA","OBTENCION DE BIOPRESERVANTES A PARTIR DE LOS EXTRAIBLES DE CORTEZA DE MADERA COMO ALTERNATIVA AL USO DE PLAGUICIDAS QUIMICO  SINTETICOS","CLAUDIA PEREZ MANRIQUEZ"
"IT13I10034","I CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","ENERGIA Y AGUAS","PATRONES O ESTANDARES NACIONALES DE RADIACIóN DE ONDA CORTA Y DE DOSIS DE RADIACIóN ULTRAVIOLETA UV","RAUL CORDERO"
"IT13I10035","I CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","TECNOLOGÍA DE LA INFORMACIÓN Y COMUNICACIONES","SISTEMA DE MONITOREO NO INTRUSIVO DE SEñALES BIOMéDICAS","ALEJANDRO WEINSTEIN OPPENHEIMER"
"IT13I10038","I CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","ENERGIA Y AGUAS","DESARROLLO DE UN SISTEMA MóVIL PARA LA GENERACIóN DE MAPAS TéRMICOS QUE PERMITAN UN MANEJO óPTIMO DE L RIEGO","SAMUEL ORTEGA FARIAS"
"IT13I10044","I CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","MANUFACTURA","SISTEMA AUTOMáTICO DE DOSIFICACIóN, LLENADO Y EMPACADO DE ADSORBENTES POLIMéRICOS EN TUBOS DE DESORC IóN TéRMICA","FRANCISCO CERECEDA BALIC"
"IT13I10054","I CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","MANUFACTURA","EVALUACIóN DEL DESEMPEñO EN LíNEA PRODUCTIVA DE RODILLOS DE ROLL FORMING HECHOS DE UN POLíMERO REFOR ZADO CON FIBRAS Y NANOTUBOS DE CARBONO","PAULO FLORES VEGA"
"IT13I10057","I CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","FORESTAL","DESARROLLO DE UN BIOPRODUCTO PARA EL CONTROL DE FUSARIUM CIRCINATUM EN VIVEROS DE PINUS RADIATA","EUGENIO SANFUENTES VON STOWASSER"
"IT13I10059","I CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","TECNOLOGÍA DE LA INFORMACIÓN Y COMUNICACIONES","PLATAFORMA DE INTEGRACIóN TECNOLóGICA PARA EL REGISTRO, VIGILANCIA Y ALERTA DE ENFERMEDADES DE NOTIF ICACIóN OBLIGATORIA","CARLA TARAMASCO TORO"
"IT13I10060","I CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","MANUFACTURA","DESARROLLO DE TECNOLOGíA PARA EL PROCESAMIENTO QUíMICO DE PAJA DE TRIGO","ALEX BERG GEBERT"
"CA13I10003","II CONCURSO CIENCIA APLICADA FONDEF  2013","SALUD","DESARROLLO DE TECNOLOGíA MULTIPLEXING PARA MARCADORES ASOCIADOS A LA SUSCEPTIBILIDAD GENéTICA DE ENF ERMEDAD RESPIRATORIA GRAVE POR VIRUS SINCICIAL RESPIRATORIO (RSV): ALGORITMO PREDICTOR DE RIESGO GEN éTICO.","CARMEN LARRAÑAGA LARRAÑAGA"
"ID14I10068","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","AGROPECUARIA","NUEVO BIOPESTICIDA BASADO EN BACTERIAS INDUCTORAS DE RESISTENCIA PARA EL CONTROL DE LA BACTERIOSIS D EL KIWI PSA","ERNESTO MOYA ELIZONDO"
"CA13I10005","II CONCURSO CIENCIA APLICADA FONDEF  2013","MANUFACTURA","DESARROLLO DE PRóTESIS DENTALES ANTIMICROBIANAS PARA EL CONTROL DE INFECCIONES ORALES BASADAS EN MAT ERIALES ACRíLICOS MODIFICADOS CON NANOPARTíCULAS DE COBRE","CRISTIAN COVARRUBIAS GALLARDO"
"CA13I10013","II CONCURSO CIENCIA APLICADA FONDEF  2013","ALIMENTOS FUNCIONALES","USO DE CÉLULAS QUE EXPRESAN UN BIOSENSOR REDOX PARA EVALUAR LA CAPACIDAD ANTIOXIDANTE DE MOLÉCULAS D E INTERÉS NUTRICIONAL Y TERAPÉUTICO","OMAR PORRAS ESPINOZA"
"CA13I10019","II CONCURSO CIENCIA APLICADA FONDEF  2013","MINERIA","BIOMINERALIZACIóN APLICADA EN MINERíA","DAVOR COTORAS TADIC"
"CA13I10023","II CONCURSO CIENCIA APLICADA FONDEF  2013","EDUCACION Y CIENCIAS SOCIALES","UN PROTOTIPO DE UN SISTEMA ANALíTICO E INTERACTIVO PARA APOYAR EL DISEñO,  DESARROLLO Y EVALUACIóN D E POLíTICAS PúBLICAS EN EDUCACIóN","PATRICIO RODRIGUEZ VALDES"
"CA13I10026","II CONCURSO CIENCIA APLICADA FONDEF  2013","INFRAESTRUCTURA","ELEMENTOS INNOVADORES DE PROTECCIóN SíSMICA","RICARDO HERRERA MARDONES"
"CA12I10086","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","AGROPECUARIA","LEVADURAS KILLER Y MICOPARASITICAS  ANTAGONICAS DE  BOTRYTIS CINEREA COMO  BIOFUNGICIDAS PARA EL CONTROL BIOLOGICO DE LA PUDRICION GRIS","GASTON MUÑOZ VERA"
"CA13I10049","II CONCURSO CIENCIA APLICADA FONDEF  2013","FORESTAL","OPTIMIZACIóN DEL DISEñO DE CAMINOS Y LOCALIZACIóN DE MAQUINARIA DE COSECHA PARA LA EXTRACCIóN DE LOS ROLLIZOS EN LAS OPERACIONES FORESTALES","RAFAEL EPSTEIN NUMHAUSER"
"CA13I10060","II CONCURSO CIENCIA APLICADA FONDEF  2013","EDUCACION Y CIENCIAS SOCIALES","DESARROLLO DE HABILIDADES TIC PARA EL APRENDIZAJE A TRAVéS DE ACTIVIDADES DE APRENDIZAJE MEDIADAS PO R ASISTENTES DIGITALES","JUAN HINOSTROZA SCHEEL"
"CA13I10061","II CONCURSO CIENCIA APLICADA FONDEF  2013","EDUCACION Y CIENCIAS SOCIALES","MEDIDOR DE IMPACTO Y DERRAMES DE PROYECTOS REGIONALES EN CHILE","PATRICIO AROCA GONZALEZ"
"CA13I10077","II CONCURSO CIENCIA APLICADA FONDEF  2013","SALUD","INMUNOTERAPIA PARA COMBATIR LAS INFECCIONES REINCIDENTES DE CLOSTRIDIUM DIFFICILE","DANIEL PAREDES SABJA"
"CA13I10080","II CONCURSO CIENCIA APLICADA FONDEF  2013","SALUD","BACTERIA TROYANA PARA PREVENCIóN DE CANCER GASTRICO","HECTOR VENEGAS ESPARZA"
