"","","","","","","","","",""
"PROYECTOS DE INVESTIGACION Y DESARROLLO DESDE EL AÑO 2000","","","","","","","","",""
"(Los montos están en miles $)","","","","","","","","",""
"","","","","","","","","",""
"CODIGO","AÑO CONCURSO","TITULO","PALABRA CLAVE 1","PALABRA CLAVE 2","PALABRA CLAVE 3","DIRECTOR GENERAL","FECHA INICIO","FECHA TERMINO","MONTO ADJ. FONDEF"
"D05I10357","2005","EVALUACIÓN DE ZONAS DE CAPTACIÓN PARA LA PRODUCCIÓN Y TRANSPORTE DE SEMILLA CERTIFICADA DE MYTILUS C HILENSIS EN EL SUR DE CHILE. ","CULTIVO CHORITOS","CAPTACIóN DE SEMILLA","SEMILLA CERTIFICADA","CARLOS VARELA SANTIBANEZ","1/2/2007","9/2/2009","240.000"
"D05I10358","2005","DESARROLLO DE CAPACIDADES DE PROGRAMACIÓN DE SECUENCIAS PARA RESONANCIA MAGNÉTICA EMPLEANDO PROGRAMA CIÓN ORIENTADA A ASPECTOS ","RESONANCIA MAGNéTICA","ASPECTOS","SECUENCIAS","PABLO IRARRAZAVAL MENA","1/1/2007","8/31/2010","347.200"
"D05I10364","2005","SISTEMA DE INTEGRACIÓN INFORMATIVA.  ","TELEVISIóN","PERIODISMO","REGIONES","M. PELLEGRINI RIPAMONTI","3/25/2007","6/25/2009","178.800"
"D05I10366","2005","INVESTIGACIÓN Y DESARROLLO DE TERAPIAS BIOLÓGICAS OPTIMIZADAS PARA TUMORES UROLÓGICOS  ","CáNCER","INMUNOLOGíA","INMUNOTERAPIA","FLAVIO SALAZAR ONFRAY","2/1/2007","4/30/2010","277.500"
"D05I10383","2005","DESARROLLO Y APLICACIONES DE NUEVOS NANOCOMPUESTOS TERMOPLÁSTICOS  ","NANOARCILLAS","POLIPROPILENO","NANOCOMPUESTOS","BERNABE RIVAS QUIROZ","1/2/2007","11/30/2010","214.200"
"D05I10386","2005","PRODUCCION DE JUVENILES INFERTILES DE ABALON PARA EL CULTIVO INTENSIVO EN MAR.  ","JUVENILES","ABALON","CULTIVO","DIETER KONOW HOTT","1/2/2007","8/2/2009","200.000"
"D05I10391","2005","UTILIZACION DE BRASSICA NAPUS PARA LA PRODUCCIÓN DE BIODIESEL: DESARROLLO Y OPTIMIZACIÓN DEL PROCESO  ","BIODIESEL","RAPS","PROCESO","ROBINSON BETANCOURT ASTETE","1/2/2007","5/31/2010","271.900"
"D05I10392","2005","PRODUCCIÓN DE ERIZO (LOXECHINUS ALBUS) MEDIANTE EL CULTIVO DE FONDO  ","CULTIVO","ERIZO (L. ALBUS)","FONDO SUBMAREAL","SERGIO OLAVE MORALES","3/1/2007","11/30/2009","280.000"
"D05I10398","2005","PROGRAMA DE IDENTIFICACIÓN Y EDUCACIÓN PARA ESTUDIANTES CON TALENTOS ACADÉMICOS DEL PRIMER CICLO BÁS ICO DE ESCUELAS MUNICIPALES: EVALUACIÓN DE IMPACTO PARA LA TRANSFERENCIA AL SISTEMA ESCOLAR ","Educación","TALENTO Académico","SISTEMA EDUCACIONAL","VIOLETA ARANCIBIA CLAVEL","12/1/2006","7/30/2010","228.400"
"D05I10410","2005","DISEÑO, IMPLEMENTACIÓN Y EVALUACIÓN DE UN MODELO PSICOSOCIAL DE DESARROLLO BASADO EN COMPETENCIAS PA RA LA SUSTENTABILIDAD DE LAS ACCIONES DE INTERVENCIÓN ","MODELO PSICOSOCIAL","SOCIOCONSTRUCTIVISMO","INVESTIG - ACCIóN","MARIA CAMPOS CARREÑO","3/5/2007","1/31/2009","101.080"
"D05I10412","2005","APLICACIÓN DE NUEVA TECNOLOGIA DE OXIGENACION Y RENOVACION DE AGUA EN LA ACUICULTURA.  ","ACUICULTURA","OXIGENACION","TECNOLOGIA","ALBERTO MEDINA AGUILERA","12/1/2006","5/30/2009","169.000"
"D05I10416","2005","PRINCIPIO BIOFARMACEUTICO CON PROPIEDAD ESPERMICIDA, OBTENIDO DE LATRODECTUS MACTANS  ","FARMACOLOGíA","FISIOLOGíA","UROLOGíA","FERNANDO ROMERO MEJIA","2/5/2007","5/5/2010","365.000"
"D05I10432","2005","GENERACIÓN ELÉCTRICA A GRAN ESCALA A PARTIR DE ENERGÍA SOLAR, RECURSO RENOVABLE Y NO CONTAMINANTE  ","CENTRALES SOLARES","CHIMENEA SOLAR","COLECTOR SOLAR","EDUARDO MORALES VERDUGO","6/18/2007","11/30/2009","256.900"
"D06I1005","2006","DESARROLLO DE TECNOLOGÍAS DE GENERACIÓN DE ANTICUERPOS MONOCLONALES COMPLETAMENTE HUMANOS: PRODUCCIÓ N DE UN PROTOTIPO CONTRA RECEPTORES TIROSINA QUINASA ERBB PARA USO DE TERAPIA SELECTIVA EN CÁNCER GÁ STRICO.","Cáncer Gástrico","Inmunoterapia","Anticuerpo recombinante h","MARIA MOLINA SAMPAYO","11/1/2007","1/30/2011","450.000"
"D06I1008","2006","DESARROLLO DE KITS INMUNOCROMATOGRÁFICOS RÁPIDOS PARA LA DETECCIÓN DE VIRUS RESPIRATORIOS DE IMPORTA NCIA EN SALUD PÚBLICA ","kit de deteccion rapida","virus respiratorios","VRS, Adenovirus, Metaneum","ALEXIS KALERGIS PARRA","12/28/2007","12/28/2010","300.000"
"D06I1010","2006","SISTEMATIZACIÓN DE CONOCIMIENTO PARA LA CONSTRUCCIÓN DE UNA HERRAMIENTA DE DECISIÓN PARA APOYAR EL I CREMENTO DE RESCATE  DE VALOR DESDE PLANTACIONES DE PINO RADIATA DURANTE SU PROCESO DE TRANSFORMACIÓ N EN PRODUCTOS FINALES","simulador","aserrio/debobinado","inventario/trozado","MARIO MENESES VILLANUEVA","9/5/2007","9/5/2010","200.000"
"D06I1013","2006","UTILIZACIÓN DE IMÁGENES Y VIDEOS DIGITALES PARA EL MEJORAMIENTO DE LA SEGURIDAD, PRODUCTIVIDAD Y CAL DAD EN PROCESOS DE CONSTRUCCIÓN ","seguridad","camaras video digital","productividad","LUIS ALARCON CARDENAS","12/3/2007","9/30/2010","190.000"
"D06I1014","2006","DESARROLLO DE ALTERNATIVAS PROTEICAS PARA LA ACUICULTURA CHILENA: MEJORAMIENTO DEL PERFIL NUTRICIONAL DE MATERIAS PRIMAS VEGETALES A TRAVÉS DE PROCESOS DE BIO-CONVERSIÓN ","Salmonidos","Nutrición acuícola","Bioconversión vegetales","ALIRO BORQUEZ RAMIREZ","12/10/2007","5/30/2011","402.993"
"D06I1015","2006","DESARROLLO DE SOLUCIONES DE PRODUCTIVIDAD PARA CADENAS DE RETAIL: TIENDAS POR DEPARTAMENTO, TIENDAS DE ESPECIALIDAD Y TIENDAS DE CONVENIENCIA ","GESTION","TECNOLOGIAS","RETAIL","MAXIMO BOSCH PASSALACQUA","12/5/2007","10/5/2010","187.890"
"D06I1016","2006","ADOFALTOS: ADOQUINES PARA PAVIMENTOS ARTICULADOS FABRICADOS CON MEZCLAS ASFÁLTICAS EN FRÍO CON EMULS IONES Y CENIZA FBC ","Adoquin","Asfalto","Ceniza","GUILLERMO THENOUX ZEBALLOS","12/10/2007","5/9/2010","155.545"
"D06I1017","2006","DESARROLLO DE UNA NUEVA DROGA ANTI-TUMORAL PARA EL TRATAMIENTO DE CÁNCERES DEL TRACTO REPRODUCTIVO F EMENINO. ","cancer tracto reproductiv","droga anti-tumoral","nuevo tratamiento","GARETH OWEN JARDINE","12/26/2007","12/26/2011","173.660"
"D06I1020","2006","MEJORAMIENTO DE LA PRODUCTIVIDAD DE LA SALMONICULTURA CHILENA A TRAVÉS DE LA APLICACIÓN DE BIOTECNOL OGÍA EN EL MANEJO DE GAMETOS Y LA CAPACITACIÓN DE PROFESIONALES Y TRABAJADORES. ","Diluyente espermático","Activador espermático","Vitrificación","IVAN VALDEBENITO ISLER","1/2/2008","8/30/2011","309.608"
"D06I1021","2006","OPTIMIZACIÓN Y MEJORAMIENTO BIOTECNOLÓGICO DE LAS CONDICIONES DE CULTIVO DE LA MICROALGA VERDE BOTRY OCOCCUS BRAUNII PARA LA OBTENCIÓN DE BIO-HIDROCARBUROS. ","Cultivos","Botryococcus","Biodiesel","MARIELLA RIVAS ALVAREZ","12/15/2007","1/31/2011","280.000"
"D06I1023","2006","ESTRATEGIAS Y HERRAMIENTAS PARA LA ENSEÑANZA DE LA MATEMÁTICA BASADAS EN METÁFORAS  ","Estrategias","Metáforas","Didáctica","ROBERTO ARAYA SCHULZ","11/15/2007","3/30/2011","300.000"
"D06I1024","2006","DESARROLLO DE LAS TECNOLOGIAS PARA LA PRODUCCIÓN DE JUVENILES DE CONGRIO COLORADO (GENYPTERUS CHILEN SIS) ","Innovación","Acuicultura","Tecnologia","DIEGO RAMIREZ CARCAMO","12/4/2007","7/4/2011","300.000"
"D06I1026","2006","DESARROLLO DE MODELOS ANATÓMICOS MEDIANTE PROTOTIPADO RÁPIDO PARA OPTIMIZACIÓN DEL ABORDAJE EN CIRUG ÍAS COMPLEJAS Y PARA APOYO EN DOCENCIA DE ANATOMÍA Y PRÁCTICAS QUIRÚRGICAS ","Biomodelos","Prototipado rápido","Cirugía compleja","JORGE RAMOS GREZ","3/7/2008","12/7/2010","100.000"
"D06I1027","2006","BIOTECNOLOGÍA APLICADA A LA PRODUCCIÓN DE UN HÍBRIDO ENTRE ABALÓN ROJO Y VERDE: DESARROLLO DE UN NUE VO PRODUCTO Y PROSPECCIÓN DEL MERCADO CONSUMIDOR. ","Abalón","Híbridos","biotecnología","CRISTIAN GALLARDO ESCARATE","11/1/2007","9/1/2010","205.000"
"D06I1028","2006","INVESTIGACIÓN, DESARROLLO E INNOVACIÓN, PARA EL CULTIVO INDUSTRIAL DEL ARCTIC CHARR (SALVELINUS ALPI NUS), EN PISCICULTURA LANDBASED MARINA EN CHILE. ","Salvelinus","Acuicultura","Trucha","ALFONSO MARDONES LAZCANO","12/4/2007","12/4/2010","320.000"
"D06I1031","2006","SISTEMAS COMPLEJOS, COMPUTACIÓN EVOLUTIVA Y APLICACIONES A LA PLANIFICACIÓN MINERA  ","Planificación Minera","Computación Evolutiva","Sistemas Complejos","ERIC GOLES CHACC","11/15/2007","11/14/2010","252.800"
"D06I1033","2006","MEJORAMIENTO DE LA EFICIENCIA EN LA PRODUCCIÓN DE ALEVINES DE  TRUCHA  Y SALMÓN DEL ATLÁNTICO MEDIANTE EL REFORZAMIENTO NUTRICIONAL EN LOS ESTADOS LARVALES, UTILIZANDO MICRONUTRIENTES DE ALTO ESTANDAR EN LA DIETA","Dietas","alevines","Nutrición acuatica","HERMAN DANTAGNAN DANTAGNAN","1/2/2008","12/31/2010","250.000"
"D06I1034","2006","LA BUENA CASA DISEÑO POR ENVOLVENTE PARA VIVIENDA DE MADERA FASE II: COMPLEJOS DE TECHUMBRE Y PISO . ","madera","vivienda","envolvente","WALDO BUSTAMANTE GOMEZ","12/13/2007","9/13/2011","284.779"
"D06I1035","2006","PRESERVACION DE GONADAS DE ERIZO MEDIANTE LA TECNICA DE LIOFILIZACION  ","ERIZO","METODO","LIOFILIZACION","ELISA PACHECO SANCHEZ","12/1/2007","1/3/2011","200.000"
"D06I1038","2006","CREACIÓN DEL SISTEMA DE REGISTRO, MONITOREO, EVALUACIÓN Y CERTIFICACIÓN DE LOS SERVICIOS DE ASISTENC IA TÉCNICA EDUCATIVA A ESTABLECIMIENTOS EDUCACIONALES. ","Mejoramiento educativo","Asistencia Técnica","Certificación","CRISTIAN BELLEI CARVACHO","12/15/2007","8/31/2010","262.021"
"D06I1050","2006","DESARROLLO DE ENVASES ACTIVOS CON CAPACIDAD ANTIMICROBIANA PARA PRODUCTOS ACUICOLAS DESTINADOS A LA XPORTACIÓN ","Envases Activos","Antimicrobianos","Prod acuicolas","ABEL GUARDA MORAGA","12/20/2007","3/20/2011","200.860"
"D06I1051","2006","ENGORDA COMERCIAL DE PULPO DEL SUR (ENTEROCTOPUS MEGALOCYATHUS) EN SISTEMA DE CULTIVO DE FONDO.  ","Engorda","comercial","pulpo","SONIA MEDRANO CORREA","1/14/2008","1/14/2012","460.000"
"D06I1054","2006","DEPURACIÓN BIOLÓGICA DE BIVALVOS DESTINADOS AL CONSUMO FRESCO MEDIANTE CONTROLADORES BIO-ORGÁNICOS D E VIBRIO PARAHAEMOLYTICUS. ","DEPURACION","VIBRIONES","BIVALVO","CARLOS ARANDA BORGHERO","11/5/2007","7/5/2011","300.000"
"D06I1056","2006","ANÁLISIS Y DEPURACIÓN DE TOXINAS LIPOFÍLICAS, ÁCIDO DOMOICO Y AMARGO QUE PERMITA LA EXPORTACIÓN DE M ACHA (MESODESMA DONACIUM) Y ALMEJA (MULINIA EDULIS) A MERCADOS EUROPEOS DESDE BAHÍA COQUIMBO ","Toxinas marinas","Desintoxicación","Bivalvos","EDUARDO URIBE TAPIA","12/1/2007","9/30/2010","190.000"
"D06I1057","2006","SISTEMA DE ENTRENAMIENTO ARTROSCÓPICO BASADO EN VISUALIZACION INTERACTIVA Y ELEMENTOS HAPTICOS  ","Artroscopia","Visualizacion","Elementos Hapticos","RICARDO SANCHEZ SCHULZ","11/1/2007","11/1/2010","300.769"
"D06I1058","2006","CULTIVO MASIVO DE LA CHICORIA (CHONDRACANTHUS CHAMISSOI) EN LA ZONA CENTRAL  Y SUR DE CHILE  ","cultivo","macroalgas","Chondracanthus chamissoi","MARCELA AVILA LAGOS","2/1/2008","4/30/2011","260.000"
"D06I1060","2006","SISTEMA DE EVALUACIÓN DE CICLO DE VIDA DE LA PRODUCCIÓN PRIMARIA DE COBRE:  BASES DE DATOS LCI DE RE FERENCIA Y MODELOS PARAMETRIZABLES ","sustentabilidad","inventarios","análisis de ciclo de vida","CLAUDIA PEÑA URRUTIA","12/20/2007","1/31/2011","190.902"
"D06I1069","2006","DISEÑO DE UNA METODOLOGÍA DE PERFECCIONAMIENTO Y ENRIQUECIMIENTO EN MATEMÁTICA PARA ALUMNOS Y PROFES ORES BASADA EN LA ESTRUCTURA DEL RAZONAMIENTO LÓGICO-MATEMÁTICO ","Demostracion","Matematica","Enriquecimiento","CARLOS PEREZ WILSON","12/26/2007","1/31/2011","199.000"
"D06I1077","2006","DESARROLLO DE TECNOLOGIA PARA EL CULTIVO DE BACALAO DE PROFUNDIDAD  ","CULTIVO DE PECES","BACALAO DE PROFUNDIDAD","CHILEAN SEABASS","ALBERTO REYES CAMPOS","1/14/2008","1/14/2013","520.000"
"D06I1079","2006","OBTENCION DE VARIEDADES COMERCIALES DE ORQUIDEAS CHILENAS DE CLIMAS FRIOS  ","ORQUIDEAS","VARIEDADES","MEJORAMIENTO","MARGARITA BRICEÑO TOLEDO","10/8/2007","11/8/2012","500.000"
"D06I1081","2006","AUMENTO DEL POTENCIAL EXPORTADOR DE CARNE BOVINA MEDIANTE UN SOFTWARE DE APOYO A LA TOMA DE DECISION ES: MODELOS MATEMÁTICOS-DINÁMICOS DEL COMPORTAMIENTO DE PRADERA PERMANENTE Y PRODUCCIÓN DE CARNE ","SOFTWARE","CARNE BOVINA","MODELOS","JULIO LOPEZ FENNER","12/3/2007","4/30/2011","237.827"
"D06I1084","2006","DESARROLLO DE MATERIALES COMPUESTOS BIODEGRADABLES Y SU APLICACIÓN EN PRODUCTOS COMERCIALES DE DE AL TO VALOR ","material","compuesto","biodegradable","CAROLA VENEGAS BRAVO","12/3/2007","7/31/2011","248.718"
"D06I1093","2006","INVESTIGACIÓN Y DESARROLLO DE LOS STOCKS DE SALMONIDEOS PROVENIENTES DE REPRODUCTORES SALVAJES PARA SUSTENTAR SU PRODUCCIÓN NATURAL EN LAS REGIONES X, XI, XII ","salmonideos","pesca recreativa","truchas","ALBERTO MEDINA AGUILERA","2/25/2008","4/30/2011","315.270"
"D06I1094","2006","SISTEMA MÓVIL DE MONITOREO NO INVASIVO Y DE GESTIÓN DE ENFERMEDADES CRÓNICAS PARA PACIENTES AFECTADO S DE DIABETES ","Glucómetro no invasivo","telemedicina","m-health","PABLO REYES CABRERA","12/1/2007","11/1/2010","144.369"
"D06I1095","2006","OPTIMIZACIÓN DE LA GENERACIÓN, TRANSPORTE Y DESCARGA DE PEBBLES EN CIRCUITOS DE MOLIENDA SEMIAUTÓGEN A ","Molienda semiautógena","pulp lifter","parrillas","LUIS MAGNE ORTEGA","12/15/2007","12/15/2010","158.108"
"D06I1097","2006","DESARROLLO DE TECNOLOGÍAS PARA LA ESTABILIZACIÓN ESTRUCTURAL Y MITIGACIÓN DE EFECTOS AMBIENTALES DER IVADOS DE TRANQUES DE RELAVE ","relave","geotecnia","fitoestabilizacion","RAUL ESPINACE ABARZUA","12/4/2007","3/3/2011","311.321"
"D06I1099","2006","DESARROLLO DE UN PAQUETE TECNOLÓGICO PARA PRODUCIR BIOENERGÍA A PARTIR DE ALGAS  ","ALGAS","ENERGIA","BIOCOMBUSTIBLES","CARMEN SEGUEL NEIRA","11/15/2007","3/15/2011","379.837"
"D06I1100","2006","SISTEMA DE SOPORTE DE DECISIONES  PARA CULTIVOS DE ROTACIÓN BASADO EN INTEGRACIÓN SIG-MODELOS DE SIM ULACIÓN-ESTACIONES METEOROLÓGICAS REMOTAS SSD-SIGMSEM ","SENSORES REMOTOS","MODELOS DE SIMULACIÓN","SISTEMA DE INFORMACIÓN GE","ANDRES AVILA BARRERA","3/1/2008","4/1/2012","346.818"
"D07I1003","2007","TECNOLOGÍA SUSTENTABLE PARA LA PRODUCCIÓN DE CEREZAS DE EXPORTACIÓN EN LA ZONA CENTRO-SUR DE CHILE ( LOS ANGELES A OSORNO) ","PRODUCCIÓN DE CEREZAS","PRODUCCIÓN INTEGRADA","CENTRO TECNOLÓGICO","TOMAS COOPER CORTES","3/2/2009","3/2/2014","299.000"
"D07I1006","2007","SEGUNDA GENERACIÓN DE SISTEMAS DE REDUCCIÓN DE VIBRACIONES PARA ESTRUCTURAS: SISTEMAS SEMIACTIVOS, C OMPUESTOS, Y AUTOCENTRANTES. ","DISIPADORES SEMIACTIVOS,","REDUCCIÓN DE VIBRACIONES","CONTROL DE DESEMPEÑO ESTR","JUAN DE LA LLERA MARTIN","3/1/2009","3/1/2012","448.000"
"D07I1008","2007","PURIFICACIÓN DE BIOGAS Y CONVERSIÓN DE DIÓXIDO DE CARBONO A METANO (GAS NATURAL), MEDIANTE PROCESOS BACTERIANOS. ","CRISIS ENERGÉTICA","PURIFICACIÓN Y ENRIQUECIM","FUENTE DE GAS NATURAL","MARIA VARNERO MORENO","3/2/2009","7/31/2012","219.000"
"D07I1012","2007","HERRAMIENTAS PARA LA GESTIÓN DE PABELLONES QUIRÚRGICOS Y DE SUS RECURSOS ASOCIADOS  ","PABELLONES QUIRÚRGICOS","PROGRAMACIÓN DE TABLAS DE","COSTOS DE PRESTACIONES QU","FRANCISCO RAMIS LANYON","4/29/2009","3/29/2012","237.000"
"D07I1014","2007","DESARROLLO DE PRODUCTOS DE USO TÓPICO PARA EL CUIDADO DE HERIDAS Y CAPILAR  ","TERAPIA CELULAR","HERIDAS CRÓNICAS SEGUNDA","CAIDA DE PELO","ROBERTO EBENSPERGER GONZALEZ","12/20/2008","12/20/2011","354.000"
"D07I1015","2007","DESARROLLO E IMPLEMENTACION DE LAS TECNOLOGÍAS DE ACONDICIONAMIENTO Y REPRODUCCIÓN DE PECES PELAGICO S: BONITO (SARDA CHILIENSIS) Y DORADO (SERIOLA LALANDI) EN LA REGION DE ARICA-PARINACOTA ","ACUICULTURA","PECES PELAGICOS","ARICA","ARNALDO VILAXA OLCAY","2/25/2009","2/25/2013","328.000"
"D07I1017","2007","BIOTECNOLOGIA APLICADA A PRODUCCION DE ALIMENTOS  Y DIETAS BALANCEADAS PARA OPTIMIZAR EL CULTIVO DEL OSTIÓN DEL NORTE ","PASTAS DE MICROALGAS","OSTION DEL NORTE","CULTIVOS","MARIA LEPEZ GARCIA","12/4/2008","12/4/2011","275.000"
"D07I1018","2007","ALIMENTO INERTE PARA LARVAS DE PECES, A TRAVÉS DE LA TÉCNICA DE SECADO POR ASPERSIÓN  ","ALIMENTO","MICROCAPSULAS","LARVAS DE PECES","ELISABETH BRINTRUP GALINDO","12/16/2008","12/15/2011","349.000"
"D07I1019","2007","ESPERMIOGRAMAS DIGITALES ASISTIDOS POR INTERNET (EDAI): CONCENTRACIÓN, MOVILIDAD, VITALIDAD, MORFOL OGÍA Y FRAGMENTACIÓN ADN ESPERMÁTICO. ","ESPERMIOGRAMAS DIGITALES","PROCESAMIENTO DE IMÁGENES","TELEMEDICINA E INTERNET","STEFFEN HARTEL GRUNDLER","2/12/2009","8/31/2012","299.000"
"D07I1026","2007","DESARROLLO DE PRODUCTOS FRUTÍCOLAS MÍNIMAMENTE PROCESADOS EN FRESCO COMO ESTRATEGIA PARA AUMENTAR EL CONSUMO. BASES TECNOLÓGICAS ","FRESH-CUT FRUIT","MINIMALLY FRESH PROCESSED","MODIFIED ATMOSPHERE PACKA","VÍCTOR ESCALONA CONTRERAS","3/2/2009","3/1/2012","155.000"
"D07I1029","2007","CONSTRUCCIÓN DE UN INSTRUMENTO DE EVALUACIÓN DEL DESARROLLO DE NIÑOS CHILENOS DE 0 A 6 AÑOS.  ","DESARROLLO INFANTIL","EVALUACIÓN","TEST","MARTA EDWARDS GUZMÁN","3/2/2009","12/31/2012","191.000"
"D07I1032","2007","ARRECIFES ARTIFICIALES: INCREMENTO DE LA PRODUCCIÓN Y BIODIVERSIDAD EN LAS ÁREAS DE MANEJO  ","ARRECIFES","CONCHOLEPAS CONCHOLEPAS","BIODIVERSIDAD","CARLOS MERINO PINOCHET","3/5/2009","3/5/2012","378.000"
"D07I1034","2007","DESARROLLO DE TECNOLOGÍAS SILVÍCOLAS PARA PLANTACIONES DE COIHUE (NOTHOFAGUS DOMBEYI) Y RAULÍ (NOTHO FAGUS NERVOSA) A OBJETO DE AUMENTAR LA OFERTA DE MADERA DE CALIDAD PARA LA INDUSTRIA FORESTAL ","PLANTACIONES","COIHUE","RAULI","PABLO DONOSO HIRIART","3/16/2009","3/16/2015","356.000"
"D07I1040","2007","CARACTERIZACION DEL BALANCE DE CARBONO: EL CASO DE LA FRUTICULTURA CHILENA DE EXPORTACION Y POSIBILI DADES DE MITIGAR LAS EMISIONES DE CO2 ","BALANCE CARBONO","EMISIONES","CAPTURA","ANTHONY WYLIE WALBAUM","12/15/2008","10/15/2011","163.000"
"D07I1042","2007","PRODUCCIÓN DE SEMILLA DE PICOROCO PARA SU CULTIVO INDUSTRIAL  ","PICOROCOS","SEMILLA","HATCHERIES","DANIEL LOPEZ STEFONI","1/2/2009","1/2/2012","259.000"
"D07I1045","2007","DESARROLLO DE UN PROCESO BIOTECNOLÓGICO PARA LA REVALORIZACIÓN DE DESCARTES DE LA INDUSTRIA DE PROCE SAMIENTO DE BERRIES ","ALIMENTOS FUNCIONALES","BERRIES","ENZIMAS","MARIA ZUÑIGA HANSEN","12/17/2008","5/17/2012","230.000"
"D07I1046","2007","MODALIDAD INNOVADORA  DE ASISTENCIA INTEGRAL DEL PARTO: NACIMIENTO EN FAMILIA PARA MUJERES DE BAJO R IESGO OBSTETRICO DEL SISTEMA PÚBLICO DE SALUD ","PARTO PERSONALIZADO","CENTRO INTEGRAL DEL PARTO","NACIMIENTO EN FAMILIA","CLAUDIA URIBE TORRES","3/2/2009","7/31/2012","259.000"
"D07I1048","2007","DISEÑO E IMPLEMENTACIÓN DE UN SISTEMA DE GESTIÓN DEL CONOCIMIENTO SOBRE AMÉRICA LATINA PARA LA TOMA DE DECISIONES DE ACTORES SOCIALES RELEVANTES ","SISTEMAS INTELIGENTES, IN","AMÉRICA LATINA, TOMA DE D","COGNITIVA, DATAMINING, AL","JUAN CHEYRE ESPINOSA","3/24/2009","3/24/2012","259.000"
"D07I1051","2007","DROGA BOTÁNICA (BOTANICAL DRUG PARA LA FDA DE EEUU) PARA EL TRATAMIENTO EN ENFERMEDADES CRÓNICAS ASO CIADAS A FIBROSIS DE ALTA INCIDENCIA NACIONAL Y MUNDIAL ","BOTANICAL DRUG","FIBROSIS","ENFERMEDADES CRÓNICAS","ENRIQUE BRANDAN SIQUES","3/2/2009","3/2/2013","257.000"
"D07I1052","2007","DROGA SEMI-SINTÉTICA  IDN 5706 PARA EL TRATAMIENTO DE LA ENFERMEDAD DE ALZHEIMER Y TRASTORNOS COGNIT IVOS ","MEDICAMENTO  NATURAL","ALZHEIMER","TRASTORNOS COGNITIVOS","NIBALDO INESTROZA CANTIN","12/2/2008","12/2/2012","277.000"
"D07I1057","2007","DESARROLLO DE UN PROTOTIPO DE BIOSENSOR DE MEMBRANA PARA LA DETECCIÓN TEMPRANA DE PATÓGENOS  ","BIOSESENSOR","PATOGENOS","BIO-MEMBRANAS","RAUL GALINDO URRA","1/1/2009","2/1/2012","192.000"
"D07I1061","2007","UTILIZACIÓN DE ADITIVOS ALIMENTARIOS FUNCIONALES DE ORIGEN BACTERIANO (AAFOB) COMO ALTERNATIVA AL US O DE ANTIBIÓTICOS EN ACUICULTURA ","BIOTECNOLOGÍA","ACUICULTURA","Antibióticos Quorum Sensi","MIGUEL DINAMARCA TAPIA","3/2/2009","5/2/2012","353.000"
"D07I1063","2007","MANEJO BIOTECNOLÓGICO DE MICROALGAS OLEAGINOSAS NATIVAS PARA LA OBTENCIÓN DE BIODIESEL  ","BIODIESEL","MICROALGAS NATIVAS OLEAGI","CULTIVO MASIVO","PATRICIA GOMEZ VERGARA","12/9/2008","12/9/2011","291.000"
"D07I1075","2007","DESARROLLO DE TECNOLOGÍA PARA LA OPTIMIZACIÓN DE SISTEMAS INTEGRADOS DE IMPLANTE DE PIEL  ","IMPLANTE","PIEL","CÉLULAS TRONCALES","MANUEL YOUNG ANZE","4/1/2009","6/1/2013","319.000"
"D07I1076","2007","DEFINICIÓN E IMPLEMENTACIÓN DE UN SISTEMA DE ESPECIFICACIÓN POR DURABILIDAD DE ESTRUCTURAS DE HORMIG ÓN ARMADO ","CORROSIÓN","DURABILIDAD","HORMIGÓN","CARLOS VIDELA CIFUENTES","11/24/2008","7/31/2011","80.000"
"D07I1078","2007","INVESTIGACIÓN Y DESARROLLO DE UN PAQUETE TECNOLÓGICO PARA PRODUCIR ETANOL A PARTIR DE ÁLAMOS HÍBRIDO S ","BIOETANOL","ETANOL CELULÓSICO","ÁLAMOS HÍBRIDOS","XIMENA PETIT-BREUILH SEPULVEDA","1/12/2009","7/12/2013","356.000"
"D07I1080","2007","SALMONX: INSPECCIÓN VISUAL AUTOMÁTICA DE FILETES DE SALMÓN USANDO RAYOS X.  ","RAYOS X","CONTROL DE CALIDAD","SALMONES","DOMINGO MERY QUIROZ","3/1/2009","9/30/2010","139.000"
"D07I1085","2007","PRODUCCIÓN DE ABALONES MONOSEXO MEDIANTE INACTIVACIÓN NUCLEAR GAMÉTICA Y DESARROLLO DE UNA TÉCNICA P ARA LA IDENTIFICACIÓN SEXUAL: SOLUCIONES BIOTECNOLÓGICAS PARA LA INDUSTRIA DEL ABALÓN. ","MONOSEXO","IDENTIFICACIÓN SEXUAL","BIOTECNOLOGÍA ABALÓN","CRISTIAN GALLARDO ESCARATE","11/17/2008","5/17/2011","197.000"
"D07I1086","2007","PERFECCIONAMIENTO DE MOLÉCULAS INHIBIDORAS DE HEMICANALES PARA SU USO ANTI-INFLAMATORIO EN ENFERMEDA DES HUMANAS ","INFLAMACION","NUTRACEUTICOS","HEMICANALES","JUAN SAEZ CARREÑO","12/15/2008","7/15/2014","309.000"
