"","","","","","","","","",""
"PROYECTOS DE INVESTIGACION Y DESARROLLO DESDE EL AÑO 2000","","","","","","","","",""
"(Los montos están en miles $)","","","","","","","","",""
"","","","","","","","","",""
"CODIGO","AÑO CONCURSO","TITULO","PALABRA CLAVE 1","PALABRA CLAVE 2","PALABRA CLAVE 3","DIRECTOR GENERAL","FECHA INICIO","FECHA TERMINO","MONTO ADJ. FONDEF"
"D10I1202","2010","DESARROLLO DE UN KIT RÁPIDO DE DETECCIÓN DE S. AGALACTIAE EN MUJERES EMBARAZADAS  ","S. AGALACTIAE","TEST INMUNOCROMATOGRÁFICO","SEPSIS NEONATAL","ABEL VASQUEZ VELOSO","12/2/2011","6/2/2014","181.406"
"D10I1208","2010","DESARROLLO DE FEROMONAS PARA EL MANEJO DE CHANCHITOS BLANCOS (PSEUDOCOCCIDAE) EN FRUTALES  ","PSEUDOCOCCIDAE","FEROMONAS","MONITOREO","TANIA ZAVIEZO PALACIOS","3/1/2012","3/1/2015","207.359"
"D10I1221","2010","EUCACHIP: HERRAMIENTA DE SELECCIÓN GENÓMICA PARA LA INDUSTRIA DE BIOCOMBUSTIBLES DE SEGUNDA GENERACI ÓN ","BIOETANOL","WIDE-GENOME SELECTION","EUCALIPTO","SOFIA VALENZUELA AGUILA","11/10/2011","11/10/2014","298.848"
"D10I1222","2010","PLASTIFICACIÓN DE ASERRÍN DE PINO RADIATA: DESARROLLO DE UN NUEVO MATERIAL TERMOPLÁSTICO DE CALIDAD, PRECIO COMPETITIVO Y ALTA DEMANDA COMERCIAL ","PLASTIFICACION","BIOMATERIALES","ESTERIFICACION","MIGUEL PEREIRA SOTO","11/14/2011","11/14/2014","314.835"
"D10I1225","2010","PAQUETE TECNOLÓGICO PARA EL MONITOREO AUTOMÁTICO DE CALIGUS ROGERCRESSEYI EN SALMONES DE CENTROS DE CULTIVO DEL SUR DE CHILE ","DIAGNÓSTICO AUTOMÁTICO DE","MUESTREO SIGNIFICATIVO","AUTOMATIZACIÓN DE MUESTRE","HECTOR NORIEGA FERNÁNDEZ","12/1/2011","12/1/2014","200.000"
"D10I1229","2010","METODOLOGÍA PARA EL TRABAJO PEDAGÓGICO EN EDUCACIÓN MATEMÁTICA MEDIADA POR EL USO DE TIC PARA PROFES ORES DE ENSEÑANZA BÁSICA ","EDUCACIÓN MATEMÁTICA","DIDÁCTICA DE LAS MATEMÁTI","INTEGRACIÓN DE TIC A LA E","LORENA ESPINOZA SALFATE","12/30/2011","3/30/2014","228.881"
"D10I1234","2010","DESARROLLO DE ENVASES PARA ALIMENTOS CON PROPIEDADES BARRERA ACTIVA/PASIVA BASADOS EN NANOCOMPUESTOS TERMOPLÁSTICOS ","NANOCOMPUESTOS POLIMÉRICO","ARCILLAS MODIFICADAS","ENVASES ACTIVOS","BERNABE RIVAS QUIROZ","11/1/2011","11/1/2014","234.013"
"D10I1238","2010","ESTABLECIMIENTO DE BANCO DE PERFILES METABÓLICOS DEL CULTIVAR CARMÉNÈRE Y DESARROLLO DE UN SISTEMA P REDICTIVO DE LA CALIDAD DEL VINO BASADO EN BIOMARCADORES METABÓLICOS PRESENTES EN EL FRUTO DE VID Y/ O MOSTO","CARMÉNÈRE","METABOLOMICA","SISTEMA PREDICTIVO CALIDA","HUGO PEÑA CORTES","12/1/2011","12/1/2014","297.878"
"D10I1240","2010","PREVENCIÓN DE LA MANCHA AZUL EN MADERA DE PINO RADIATA CON PRODUCTOS NATURALES AMISTOSOS CON EL MEDI O AMBIENTE ","PINO RADIATA","OPHIOSTOMA, MANCHA AZUL","TRICHODERMA HARZIANUM, QU","JOSE NAVARRETE ARAYA","3/1/2012","3/1/2015","295.659"
"D10I1249","2010","PLATAFORMA WEB CIENTÍFICO-TECNOLÓGICA PARA LA TOMA DE DECISIONES SOBRE EL CIERRE SUSTENTABLE DE DEPÓ SITOS DE RELAVES MINEROS EN CHILE ","CIERRE DE FAENAS MINERAS","DEPÓSITOS DE RELAVES","DISPOSICIÓN SEGURA RESIDU","ROSANNA GINOCCHIO CEA","12/1/2011","11/30/2014","314.968"
"D10I1252","2010","SCREENING DE MATERIAL GENÉTICO Y DESARROLLO DE CLONES Y TÉCNICAS DE MANEJO DE MAQUI (ARISTOTELIA CHI LENSIS) PARA MEJORAR LA OFERTA DE MATERIA PRIMA EXPORTABLE Y AGROINDUSTRIAL ","ANTOCIANINAS","SELECCIÓN","MANEJO DE CULTIVO","HERMINE VOGEL ","12/20/2011","12/19/2014","228.709"
"D10I1258","2010","INVESTIGACIÓN Y DESARROLLO DEL CICLO BIOLÓGICO DE LA TRUCHA DE ARROYO (SALVELINUS FONTINALIS) PARA P RESERVAR EL PATRIMONIO GENÉTICO Y SUSTENTAR UN NUEVO MODELO DE PESQUERÍA FLUVIAL  Y ASÍ AMPLIAR TEMP ORAL Y GEOGRÁFICAMENTE LA PESCA RECREATIVA EN CHILE","SALVELINUS","PESCA RECREATIVA","REPOBLAMIENTO","PABLO GALLARDO OJEDA","12/1/2011","12/1/2014","223.680"
"D10I1270","2010","FRAMEWORK PARA LA CREACIÓN Y USO DE TEXTOS ESCOLARES DIGITALES INTERACTIVOS (TEDI) QUE APROVECHEN LA S HABILIDADES DE LOS ESTUDIANTES DEL NUEVO MILENIO EN EL ESCENARIO DE COMPUTACIÓN 1 A 1 EN EL AULA ","TEXTOS ESCOLARES DIGITALE","FRAMEWORK PARA PRODUCCIÓN","TECNOLOGIA EDUCATIVA","JUAN HINOSTROZA SCHEEL","12/1/2011","12/31/2013","168.907"
"D10I1282","2010","INNOVAR UNA PLATAFORMA BIOTECNOLÓGICA DE ALTO FLUJO PARA LA GENERACIÓN DE NUEVAS MOLÉCULAS SIMILARES A ANTICUERPOS, A PARTIR DE VECTORES FAGÉMIDOS. PRODUCCIÓN DE MOLÉCULAS ANTI-VEGF PARA SU EMPLEO COM O BIOFÁRMACOS DE USO  TERAPÉUTICO.","ANTICUERPOS MONOCLONALES","COMBINATORIA","PHAGE DISPLAY","OLIBERTO SANCHEZ RAMOS","11/1/2011","11/1/2014","440.990"
"D10I1286","2010","SISTEMA GUIA-MAT: GESTIÓN INTEGRAL DE AULA COLABORATIVA Y TECNOLOGÍA PERSONALIZADA PARA EL APRENDIZA JE ACTIVO DE MATEMÁTICA EN ESCUELAS PÚBLICAS DE CHILE ","TUTORES COGNITIVOS","Tecnologías Educativas","APRENDIZAJE COLABORATIVO","IGNACIO CASAS RAPOSO","12/26/2011","4/25/2014","286.960"
"D11I1007","2011","UPRPLUS UNA NUEVA TERAPIA GÉNICA PARA EL TRATAMIENTO DE LA ENFERMEDAD DE PARKINSON  ","ENFERMEDAD DE PARKINSON","UPR","ENFERMEDADES NEURODEGENER","CLAUDIO HETZ FLORES","1/1/2013","1/1/2016","327.977"
"D11I1009","2011","SISTEMA DE AUTO SOPORTE PARA EL MEJORAMIENTO DE LAS PRÁCTICAS DOCENTES  ","PRÁCTICAS DOCENTES","ANÁLISIS SEMÁNTICO","CONVERSIÓN VOZ A TEXTO","PABLO DARTNELL ROY","11/15/2012","11/15/2015","282.724"
"D11I1024","2011","LA BOTANICA FORENSE EN LA INVESTIGACION POLICIAL  ","BOTANICA","FORENSE","INVESTIGACIONES","ANGEL VIVALLO PINARE","11/1/2012","11/1/2015","280.436"
"D11I1029","2011","INCORPORACIÓN DE LA SECUENCIACIÓN DE ÚLTIMA GENERACIÓN EN EL CUIDADO DE LOS PACIENTES CON CÁNCER  ","GENÓMICA DEL CÁNCER","ULTRA DEEP TARGETED SEQUE","MEDICINA PERSONALIZADA","RICARDO ARMISEN YAñEZ","12/1/2012","12/1/2015","322.108"
"D11I1036","2011","CARACTERIZACIÓN Y PRODUCCIÓN DE COMPUESTOS ANTIGÉNICOS TUMORALES PARA ACTIVACIÓN EX-VIVO DE CÉLULAS AUTÓLOGAS DE USO POTENCIAL EN INMUNOTERAPIA CELULAR CONTRA EL CÁNCER ","CANCER","INMUNOTERAPIA CELULAR","INMUNOLOGIA","FLAVIO SALAZAR ONFRAY","12/26/2012","12/25/2015","311.224"
"D11I1060","2011","DESARROLLO DE UNA PLATAFORMA ASTROINFORMÁTICA PARA LA ADMINISTRACIÓN Y ANÁLISIS INTELIGENTE DE DATOS A GRAN ESCALA ","ASTROINFORMï¿½TICA","OBSERVATORIO VIRTUAL","ASTRONOMï¿½A E INFORMï¿½T","MAURICIO SOLAR FUENTES","1/2/2013","5/2/2015","297.559"
"D11I1067","2011","OBTENCION DE UN EXTRACTO LIPIDICO CON ACTIVIDAD INHIBIDORA DEL APETITO A PARTIR DE SEMILLAS DE GIMNO SPERMAS INTRODUCIDAS ","GIMNOSPERMAS","EXTRACTO","PUFAS","JOSE BECERRA ALLENDE","12/1/2012","12/1/2015","294.906"
"D11I1080","2011","CARACTERIZACIÓN DE UNA VACUNA RECOMBINANTE CONTRA EL VIRUS RESPIRATORIO SINCICIAL  ","VACUNA CONTRA VRS","BACILO DE CALMETTE Y GUER","VIRUS RESPIRATORIO","ALEXIS KALERGIS PARRA","1/2/2013","1/2/2016","366.808"
"D11I1096","2011","MICROSCOPÍA VIRTUAL - CENTRO DE PATOLOGÍA DIGITAL ASISTIDA POR INTERNET -  ","MICROSCOPÍA VIRTUAL","PROCESAMIENTO DE IMÁGENES","PATOLOGÍA DIGITAL","STEFFEN HARTEL GRUNDLER","12/1/2012","12/1/2015","333.098"
"D11I1098","2011","NUEVA FORMULACIÓN FARMACOLÓGICA PARA EL TRATAMIENTO Y LA PREVENCIÓN DE LA HIPERTENSIÓN ARTERIAL Y DI SFUNCIÓN VASCULAR: RESPUESTA INTEGRADA A UNA PATOLOGÍA MULTIFACTORIAL. ","HIPERTENSIÓN ARTERIAL","DISFUNCIÓN ENDOTELIAL Y V","NUEVA FORMULACION FARMACO","RODRIGO ITURRIAGA AGUERA","1/2/2013","1/2/2016","321.660"
"D11I1109","2011","ELABORACIÓN, VALIDACIÓN  Y APLICACIÓN DE INSTRUMENTOS DE DIAGNÓSTICO DE  OPORTUNIDADES DE APRENDIZAJ E PARA EL LOGRO DE LOS ESTÁNDARES NACIONALES EN LA FORMACIÓN DE PROFESORES DE EDUCACIÓN BÁSICA ","ESTÁNDARES PEDAGOGÍA EDUC","OPORTUNIDADES DE APRENDIZ","FORMACIÓN INICIAL Y CONTI","CRISTIáN COX DONOSO","1/1/2013","1/1/2016","314.012"
"D11I1119","2011","DISEÑO E IMPLEMENTACIÓN DE UNA BASE DE DATOS DE PREDICCIÓN DE TSUNAMIS PARA LA COSTA CHILENA UTILIZA NDO MODELACIÓN COMPUTACIONAL DE ALTO RENDIMIENTO ","TSUNAMI, BASE DE DATOS","SISTEMAS DE ALERTA TEMPRA","TSUNAMI, MODELOS NUMERICO","PATRICIO CATALAN MONDACA","12/3/2012","12/3/2015","331.416"
"D11I1122","2011","ANGIOTENSINA-(1-9), UN NUEVO PRINCIPIO ACTIVO PARA EL TRATAMIENTO DE LA HIPERTENSIÓN Y DEL DAÑO CARD IOVASCULAR Y RENAL SECUNDARIOS: ESTUDIO Y DESARROLLO PRECLÍNICOS ","Hipertensión","Daño cardiovascular","Daño renal","MARíA OCARANZA GERALDINO","1/2/2013","1/1/2016","285.289"
"D11I1123","2011","APLICACIÓN DE LA NANOTECNOLOGÍA PARA EL DESARROLLO DE UN NUEVO ADSORBEDOR DE ETILENO ORIENTADO A LA PRODUCCIÓN DE ENVASES PARA FRUTAS CLIMATÉRICAS ","NANOTECNOLOGÍA","ELIMINADORES DE ETILENO","ENVASES ACTIVOS","FRANCISCO RODRIGUEZ MERCADO","11/9/2012","11/9/2015","230.350"
"D11I1131","2011","IDENTIFICACIÓN, DESARROLLO Y VALIDACIÓN DE NUEVAS MOLÉCULAS INHIBIDORAS DE LOS TRANSPORTADORES DE GL UCOSA PARA SU APLICACIÓN EN EL CONTROL DE LA HIPERGLICEMIA CARACTERÍSTICA DE LA DIABETES MELLITUS, O BESIDAD Y SÍNDROME METABÓLICO","HIPERGLICEMIA","DIABETES","TRANSPORTADORES DE GLUCOS","ALEJANDRO REYES PINTO","12/1/2012","12/1/2015","312.596"
"D11I1134","2011","DESARROLLO DE TÉCNICAS DE MANEJO PARA PRODUCIR PIÑONES DE PINO PIÑONERO (PINUS PINEA L.), UNA  OPCIÓ N COMERCIAL ATRACTIVA PARA CHILE ","PINO PIÑONERO","PINUS PINEA","PINE NUTS, PINOLI","VERONICA LOEWE MUÑOZ","12/3/2012","12/2/2015","295.542"
"D11I1137","2011","SISTEMA DE PRONÓSTICOS DE PESQUERÍAS PELÁGICAS CHILENAS FRENTE A DIVERSOS ESCENARIOS DEL CAMBIO CLIM ÁTICO ","CAMBIO CLIMÁTICO","PRONÓSTICO DE PESQUERIAS","PELAGICOS","ELEUTERIO YAÑEZ RODRIGUEZ","6/1/2013","11/30/2015","206.400"
"D11I1139","2011","GESTIÓN DEL POTENCIAL REDOX EN LA CADENA DE ELABORACIÓN DEL VINO Y SU IMPACTO EN LA CALIDAD  ","IMPACTO DEL POTENCIAL RED","MANEJO DEL OXÍGENO","CALIDAD DEL VINO","EDUARDO AGOSIN TRUMPER","12/12/2012","12/11/2015","215.264"
"D11I1140","2011","DETECCIÓN DE VPM MEDIANTE MÉTODOS IN VITRO ALTERNATIVOS AL BIOENSAYO RATÓN: GENERACION DE SOLUCIONES /HERRAMIENTAS BIOTECNOLÓGICAS PARA MONITOREOS RUTINARIOS DE MAREA ROJA ","VPM","MÉTODOS ALTERNATIVOS IN V","BIOENSAYO RATÓN","ALLISSON ASTUYA VILLALON","11/5/2012","5/4/2015","249.301"
"D11I1161","2011","EUCAHYDRO: HERRAMIENTAS PARA EVALUACION TEMPRANA DE GENOTIPOS DE EUCALYPTUS DE MAYOR EFICIENCIA EN E L USO, CONSUMO DE AGUA Y RESISTENCIA A LA SEQUIA ","HUELLA DE AGUA","SELECCIÓN GENOTIPOS EUCAL","PRODUCTIVIDAD SUSTENTABLE","RAFAEL RUBILAR PONS","12/3/2012","12/3/2015","302.501"
"D11I1162","2011","SISTEMA DE PROYECCIÓN Y EVALUACIÓN DE IMPACTO DE LA INVERSIÓN REGIONAL  ","EVALUACIÓN DE IMPACTO DE","MATRIZ DE CONTABILIDAD SO","MODELO MULTI-REGIONAL DE","PATRICIO AROCA GONZALEZ","","","292.635"
"D11I1188","2011","GENERACIÓN Y DESARROLLO DE UNA VACUNA RECOMBINANTE EFICAZ CONTRA EL CIRCOVIRUS PORCINO TIPO 2 POTENC IADA CON CITOQUINAS INMUNO-REGULADORAS: UNA SOLUCIÓN BIOTECNOLÓGICA PARA LA PORCICULTURA NACIONAL. ","CIRCOVIRUS PORCINO TIPO 2","VACUNAS VETERINARIAS RECO","BIOTECNOLOGÍA","JORGE TOLEDO ALONSO","12/1/2012","12/1/2015","286.000"
"D11I1190","2011","ÁCIDOS ORGÁNICOS Y RESINAS NATURALES A PARTIR DE RESIDUOS LIGNOCELULÓSICOS  ","ADITIVO ACIDIFICANTE","PIRÓLISIS RÁPIDA","RESIDUOS LIGNOCELULOSICOS","NIELS MüLLER SZERAWS","11/15/2012","5/14/2015","219.795"
"D11I1197","2011","DESARROLLO DE ENVASES ACTIVOS BIODEGRADABLES Y SU APLICACIÓN EN EL SECTOR DEL FOOD PACKAGING PARA PR ODUCTOS DE EXPORTACIÓN ","BIOMATERIALES","ACTIVOS","ENVASES","ALVARO MALDONADO MENDOZA","10/25/2012","10/24/2015","221.980"
"D11I1210","2011","DESARROLLO DE MATERIALES POLIMÉRICOS ANTIMICROBIANOS CON NANOESTRUCTURAS DEL TIPO NÚCLEO-CORAZA (COB RE-PLATA) COMO AGENTE ACTIVO, PARA LA PREVENCIÓN DE INFECCIONES INTRAHOSPITALARIA ","MATERIAL POLIMÉRICO","NANOESTRUCTURAS DE COBRE/","ANTIMICROBIANO","JOHANNA CASTAÑO AGUDELO","10/24/2012","10/24/2015","276.677"
"D11I1213","2011","DESARROLLO DE MATERIALES BASADOS EN CARBONO A NANOESCALA PARA SER UTILIZADOS EN REMPLAZO DE LOS ÁNOD OS DE PLOMO EMPLEADOS EN LA ELECTRO-OBTENCIÓN DE COBRE ","ELECTRO-OBTENCIÓN DE COBR","MINERÍA DE COBRE","TECNOLOGÍA DE ÁNODOS","PATRICIO HABERLE TAPIA","10/19/2012","10/19/2015","286.078"
"D11I1226","2011","DESARROLLO DE PAPELES BIOÁCTIVOS EN BASE A MEZCLAS DE PULPA DE ALGAS Y FIBRAS SECUNDARIAS  ","PAPEL BIOÁCTIVO","PROPIEDADES BIOÁCTIVAS DE","PULPA SECUNDARIA","REGIS TEIXEIRA MENDONCA","11/1/2012","10/31/2015","285.590"
"","","","","","","","","","7,749.926"
